Year,Survey,Title,Data File,Stata Data File,Programs,Dictionary
2007,Fall Enrollment,Response status for all survey components(revised May 2017),FLAGS2007,FLAGS2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 2006-07(revised May 2017)",C2007_A,C2007_A_STATA,"SPSS, SAS, STATA",Dictionary
2007,Completions,Response status for all survey components(revised May 2017),FLAGS2007,FLAGS2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Instructional Staff/Salaries,"Salaries of full-time instructional faculty, by contract length, gender, and academic rank: Academic year 2007-08(revised May 2017)",SAL2007_A,SAL2007_A_STATA,"SPSS, SAS, STATA",Dictionary
2007,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length: Academic year 2007-08(revised May 2017)",SAL2007_B,SAL2007_B_STATA,"SPSS, SAS, STATA",Dictionary
2007,Instructional Staff/Salaries,"Tenure status of full-time instructional faculty in 4-year institutions, by contract length, gender, and academic rank:  Academic year 2007-08(revised May 2017)",SAL2007_FACULTY,SAL2007_FACULTY_STATA,"SPSS, SAS, STATA",Dictionary
2007,Instructional Staff/Salaries,"Number of full-time instructional faculty with less than 9-month contracts, by gender and academic rank: Academic year 2007-08(revised May 2017)",SAL2007_A_LT9,SAL2007_A_LT9_STATA,"SPSS, SAS, STATA",Dictionary
2007,Instructional Staff/Salaries,Response status for all survey components(revised May 2017),FLAGS2007,FLAGS2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2007(revised May 2017)",S2007_ABD,S2007_ABD_STATA,"SPSS, SAS, STATA",Dictionary
2007,Fall Staff,"Full-time instruction/research/public service staff, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2007(revised May 2017)",S2007_F,S2007_F_STATA,"SPSS, SAS, STATA",Dictionary
2007,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2007(revised May 2017)",S2007_G,S2007_G_STATA,"SPSS, SAS, STATA",Dictionary
2007,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions with less than 15 full-time employees and all nondegree-granting institutions): Fall 2007(revised May 2017)",S2007_CN,S2007_CN_STATA,"SPSS, SAS, STATA",Dictionary
2007,Fall Staff,Response status for all survey components(revised May 2017),FLAGS2007,FLAGS2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2007(revised May 2017)",EAP2007,EAP2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Employees by Assigned Position,Response status for all survey components(revised May 2017),FLAGS2007,FLAGS2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Finance,Public institutions - GASB 34/35: Fiscal year 2007(revised May 2017),F0607_F1A,F0607_F1A_STATA,"SPSS, SAS, STATA",Dictionary
2007,Finance,Public institutions - GASB 34/35 (Component units using FASB): Fiscal year 2007(revised May 2017),F0607_F1A_F,F0607_F1A_F_STATA,"SPSS, SAS, STATA",Dictionary
2007,Finance,Public institutions - GASB 34/35 (Component units using GASB): Fiscal year 2007(revised May 2017),F0607_F1A_G,F0607_F1A_G_STATA,"SPSS, SAS, STATA",Dictionary
2007,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2007(revised May 2017),F0607_F2,F0607_F2_STATA,"SPSS, SAS, STATA",Dictionary
2007,Finance,Private for-profit institutions: Fiscal year 2007(revised May 2017),F0607_F3,F0607_F3_STATA,"SPSS, SAS, STATA",Dictionary
2007,Finance,Response status for all survey components(revised May 2017),FLAGS2007,FLAGS2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Student Financial Aid and Net Price,Student financial aid: Academic year 2006-07(revised May 2017),SFA0607,SFA0607_STATA,"SPSS, SAS, STATA",Dictionary
2007,Student Financial Aid and Net Price,Response status for all survey components(revised May 2017),FLAGS2007,FLAGS2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Graduation Rates,Graduation rate data for cohort year 2001 (4-year) and cohort year 2004 (2-year) institutions(revised May 2017),GR2007,GR2007_STATA,"SPSS, SAS, STATA",Dictionary
2007,Graduation Rates,Graduation rate data for cohort year 2004 (less-than-2-year institutions)(revised May 2017),GR2007_L2,GR2007_L2_STATA,"SPSS, SAS, STATA",Dictionary
2007,Graduation Rates,Response status for all survey components(revised May 2017),FLAGS2007,FLAGS2007_STATA,"SPSS, SAS, STATA",Dictionary
