Year,Survey,Title,Data File,Stata Data File,Programs,Dictionary
2004,Completions,Response status for all survey components(revised April 2020),FLAGS2004,FLAGS2004_STATA,"SPSS, SAS, STATA",Dictionary
2004,Instructional Staff/Salaries,"Salaries of full-time instructional faculty, by contract length, gender, and academic rank: Academic year 2004-05(revised April 2020)",SAL2004_A,SAL2004_A_STATA,"SPSS, SAS, STATA",Dictionary
2004,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length: Academic year 2004-05(revised April 2020)",SAL2004_B,SAL2004_B_STATA,"SPSS, SAS, STATA",Dictionary
2004,Instructional Staff/Salaries,Response status for all survey components(revised April 2020),FLAGS2004,FLAGS2004_STATA,"SPSS, SAS, STATA",Dictionary
2004,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions): Fall 2004(revised April 2020)",S2004_ABD,S2004_ABD_STATA,"SPSS, SAS, STATA",Dictionary
2004,Fall Staff,"Full-time faculty, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2004(revised April 2020)",S2004_F,S2004_F_STATA,"SPSS, SAS, STATA",Dictionary
2004,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions): Fall 2004(revised April 2020)",S2004_G,S2004_G_STATA,"SPSS, SAS, STATA",Dictionary
2004,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Nondegree-granting institutions): Fall 2004(revised April 2020)",S2004_CN,S2004_CN_STATA,"SPSS, SAS, STATA",Dictionary
2004,Fall Staff,Response status for all survey components(revised April 2020),FLAGS2004,FLAGS2004_STATA,"SPSS, SAS, STATA",Dictionary
2004,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2004(revised April 2020)",EAP2004,EAP2004_STATA,"SPSS, SAS, STATA",Dictionary
2004,Employees by Assigned Position,Response status for all survey components(revised April 2020),FLAGS2004,FLAGS2004_STATA,"SPSS, SAS, STATA",Dictionary
2004,Finance,Public institutions - GASB 34/35: Fiscal year 2004(revised April 2020),F0304_F1A,F0304_F1A_STATA,"SPSS, SAS, STATA",Dictionary
2004,Finance,Public institutions - GASB 34/35 (Component units using FASB): Fiscal year 2004(revised April 2020),F0304_F1A_F,F0304_F1A_F_STATA,"SPSS, SAS, STATA",Dictionary
2004,Finance,Public institutions - GASB 34/35 (Component units using GASB): Fiscal year 2004(revised April 2020),F0304_F1A_G,F0304_F1A_G_STATA,"SPSS, SAS, STATA",Dictionary
2004,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2004(revised April 2020),F0304_F2,F0304_F2_STATA,"SPSS, SAS, STATA",Dictionary
2004,Finance,Private for-profit institutions: Fiscal year 2004(revised April 2020),F0304_F3,F0304_F3_STATA,"SPSS, SAS, STATA",Dictionary
2004,Finance,Response status for all survey components(revised April 2020),FLAGS2004,FLAGS2004_STATA,"SPSS, SAS, STATA",Dictionary
2004,Student Financial Aid and Net Price,Student financial aid: Academic year 2003-04(revised April 2020),SFA0304,SFA0304_STATA,"SPSS, SAS, STATA",Dictionary
2004,Student Financial Aid and Net Price,Response status for all survey components(revised April 2020),FLAGS2004,FLAGS2004_STATA,"SPSS, SAS, STATA",Dictionary
2004,Graduation Rates,"Graduation rate data for cohort year 1998 (4-year) and cohort year 2001 (2-year) institutions
(revised April 2020)",GR2004,GR2004_STATA,"SPSS, SAS, STATA",Dictionary
2004,Graduation Rates,Graduation rate data for cohort year 2001 (less-than-2-year institutions)(revised April 2020),GR2004_L2,GR2004_L2_STATA,"SPSS, SAS, STATA",Dictionary
2004,Graduation Rates,"Graduation rate data by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1998 (4-year) and cohort year 2001 (2-year) institutions(revised April 2020)",GR2004ATH,GR2004ATH_STATA,"SPSS, SAS, STATA",Dictionary
2004,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 2003-04 (4-year and 2-year institutions)(revised April 2020),GR2004_ATH_AID,GR2004_ATH_AID_STATA,"SPSS, SAS, STATA",Dictionary
2004,Graduation Rates,Response status for all survey components(revised April 2020),FLAGS2004,FLAGS2004_STATA,"SPSS, SAS, STATA",Dictionary
